laporan,label
"Kebakaran hutan melanda wilayah Garut tepatnya di Kecamatan Woha, Desa Pulosari pada siang hari tadi. Pasokan air bersih terganggu di beberapa wilayah. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Kebakaran hutan akibat napas naga terjadi di Kota Gaib Saranjana seminggu yang lalu. mengakibatkan semua ikan di laut mati mendadak. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Angin topan ungu yang membuat orang terbang terjadi di Kota Gaib Saranjana pada pukul 09.53 WIB. mengakibatkan gunung berubah menjadi cokelat leleh. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir rob melanda wilayah Yogyakarta tepatnya di Kecamatan Ubud, Desa Sidomulyo tiga hari yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Letusan gunung berapi melanda wilayah Aceh tepatnya di Kecamatan Karangasem, Desa Sidomulyo dua hari yang lalu. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Letusan gunung berapi melanda wilayah Papua tepatnya di Kecamatan Pamekasan, Desa Jaya Baru saat subuh tadi. Sebanyak 9 sekolah mengalami kerusakan. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
Kebakaran hutan akibat napas naga terjadi di pusat inti Bumi saat subuh tadi. mengakibatkan semua ikan di laut mati mendadak. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Gempa bumi raksasa akibat ulah alien terjadi di Langit Ketujuh pada malam hari tadi. mengakibatkan gunung berubah menjadi cokelat leleh. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Tsunami melanda wilayah Bali tepatnya di Kecamatan Cangkringan, Desa Tegalrejo dua hari yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Banjir darah dari langit terjadi di kota Bikini Bottom pada pagi hari ini. menyebabkan alien muncul dari dalam air. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Tsunami api yang membakar laut terjadi di Lautan Awan dua hari yang lalu. menyebabkan alien muncul dari dalam air. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Tanah longsor melanda wilayah NTT tepatnya di Kecamatan Sukajaya, Desa Sidomulyo dua hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Longsor lahar dingin melanda wilayah Yogyakarta tepatnya di Kecamatan Ubud, Desa Sidomulyo pada pukul 08.33 WIB. Pasokan air bersih terganggu di beberapa wilayah. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Hujan emas yang membuat warga kaya mendadak terjadi di permukaan Planet Mars pada siang hari tadi. menyebabkan ikan-ikan mulai berbicara. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Letusan gunung berapi melanda wilayah Palu tepatnya di Kecamatan Banyuwangi, Desa Pasirjaya tiga hari yang lalu. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Letusan gunung berapi melanda wilayah Yogyakarta tepatnya di Kecamatan Ciputat, Desa Jaya Baru saat subuh tadi. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Banjir bandang melanda wilayah Palu tepatnya di Kecamatan Woha, Desa Cikahuripan pada malam hari kemarin. Lebih dari 277 hektar lahan pertanian terendam banjir. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Angin topan ungu yang membuat orang terbang terjadi di Dimensi Kelima pada pukul 09.53 WIB. mengakibatkan tanah berubah menjadi permen karet. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Hujan emas yang membuat warga kaya mendadak terjadi di Lautan Awan dua hari yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir bandang melanda wilayah NTT tepatnya di Kecamatan Woha, Desa Margodadi pada sore hari kemarin. Banyak pohon tumbang yang menutup akses jalan utama. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Banjir bandang melanda wilayah Banten tepatnya di Kecamatan Pamekasan, Desa Pasirjaya pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
Hujan berlian yang membuat warga takut terjadi di Langit Ketujuh pada siang hari tadi. menyebabkan warga panik dan ketakutan. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Kebakaran hutan akibat napas naga terjadi di Dimensi Kelima pada pagi hari ini. menyebabkan alien muncul dari dalam air. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Kebakaran hutan melanda wilayah NTT tepatnya di Kecamatan Tanjung, Desa Pasirjaya pada sore hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Tanah longsor melanda wilayah NTB tepatnya di Kecamatan Karangasem, Desa Pasirjaya pada sore hari kemarin. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Longsor lahar dingin melanda wilayah Garut tepatnya di Kecamatan Sukajaya, Desa Sukamaju tiga hari yang lalu. Sebanyak 9 sekolah mengalami kerusakan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kekeringan melanda wilayah Palu tepatnya di Kecamatan Kalianda, Desa Tegalrejo pada malam hari kemarin. Sedikitnya 7 korban jiwa dilaporkan. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Kekeringan akibat kutukan dukun terjadi di Dunia Paralel saat subuh tadi. menyebabkan hewan-hewan mulai menari di jalan. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di Kerajaan Atlantis yang tenggelam pada malam hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Kebakaran hutan akibat napas naga terjadi di kota Bikini Bottom seminggu yang lalu. mengakibatkan burung-burung menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Benua Mu yang hilang saat subuh tadi. menyebabkan warga panik dan ketakutan. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Kekeringan akibat kutukan dukun terjadi di Langit Ketujuh pada malam hari tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di dasar Laut Pasifik pada siang hari tadi. mengakibatkan gunung berubah menjadi cokelat leleh. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Angin topan membawa naga raksasa terjadi di Kota Gaib Saranjana pada sore hari kemarin. menyebabkan semute berubah menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Hujan emas yang membuat warga kaya mendadak terjadi di Dimensi Kelima tiga hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
Letusan gunung berapi menghasilkan permen terjadi di pusat inti Bumi pada sore hari kemarin. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
Kekeringan akibat kutukan dukun terjadi di Kerajaan Atlantis yang tenggelam pada pukul 09.53 WIB. mengakibatkan semua warga menjadi takut dan bersembunyi. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Tsunami melanda wilayah Bali tepatnya di Kecamatan Tanjung, Desa Mekarwangi tiga hari yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Tsunami melanda wilayah NTT tepatnya di Kecamatan Sukajaya, Desa Pulosari pada siang hari tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kebakaran hutan akibat napas naga terjadi di dasar Laut Pasifik dua hari yang lalu. mengakibatkan semua warga menjadi takut dan bersembunyi. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Letusan gunung berapi menghasilkan permen terjadi di Lautan Awan saat subuh tadi. mengakibatkan pohon-pohon berubah menjadi emas. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Angin puting beliung melanda wilayah NTB tepatnya di Kecamatan Ubud, Desa Tegalrejo saat subuh tadi. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Kekeringan melanda wilayah Papua tepatnya di Kecamatan Tanjung, Desa Jaya Baru pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Angin topan ungu yang membuat orang terbang terjadi di Kota Gaib Saranjana pada siang hari tadi. mengakibatkan burung-burung menjadi raksasa. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Letusan gunung berapi menghasilkan permen terjadi di Dimensi Kelima saat subuh tadi. mengakibatkan dinosaurus hidup kembali di tengah kota. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Kekeringan melanda wilayah Banten tepatnya di Kecamatan Ciputat, Desa Sukamaju pada pagi hari ini. Tercatat 25 warga mengalami luka-luka. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Hujan meteor yang menghasilkan emas terjadi di Lautan Awan saat subuh tadi. mengakibatkan tanah berubah menjadi permen karet. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Tsunami melanda wilayah Maluku tepatnya di Kecamatan Soreang, Desa Pasirjaya pada siang hari tadi. Akses jalan utama terputus akibat material longsor. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Gempa bumi dengan kekuatan 7.4 SR melanda wilayah Bali tepatnya di Kecamatan Tanjung, Desa Pasirjaya pada sore hari kemarin. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Gempa bumi dengan kekuatan 6.5 SR melanda wilayah Lombok tepatnya di Kecamatan Serang, Desa Pulosari pada sore hari kemarin. Pasokan air bersih terganggu di beberapa wilayah. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Banjir rob melanda wilayah Jawa Timur tepatnya di Kecamatan Cangkringan, Desa Sukamaju tiga hari yang lalu. Akses jalan utama terputus akibat material longsor. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Tsunami api yang membakar laut terjadi di pusat inti Bumi tiga hari yang lalu. mengakibatkan semua warga menjadi takut dan bersembunyi. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Angin puting beliung melanda wilayah Bengkulu tepatnya di Kecamatan Banyuwangi, Desa Mekarwangi pada pukul 08.33 WIB. Banyak pohon tumbang yang menutup akses jalan utama. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Kebakaran hutan akibat napas naga terjadi di Dimensi Kelima tiga hari yang lalu. mengakibatkan semua ikan di laut mati mendadak. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Gempa bumi dengan kekuatan 7.4 SR melanda wilayah Lombok tepatnya di Kecamatan Ubud, Desa Pasirjaya seminggu yang lalu. Akses jalan utama terputus akibat material longsor. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Gempa bumi dengan kekuatan 7.3 SR melanda wilayah Yogyakarta tepatnya di Kecamatan Kalianda, Desa Jaya Baru saat subuh tadi. Banyak pohon tumbang yang menutup akses jalan utama. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Kekeringan melanda wilayah Papua tepatnya di Kecamatan Prambanan, Desa Tegalrejo pada malam hari tadi. Pasokan air bersih terganggu di beberapa wilayah. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Banjir darah dari langit terjadi di perairan Atlantis yang hilang seminggu yang lalu. mengakibatkan gunung berubah menjadi cokelat leleh. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tsunami melanda wilayah Riau tepatnya di Kecamatan Ubud, Desa Mekarwangi saat subuh tadi. Jembatan utama yang menghubungkan dua desa ambruk. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
Banjir darah dari langit terjadi di perairan Atlantis yang hilang dua hari yang lalu. mengakibatkan dinosaurus hidup kembali di tengah kota. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Kebakaran hutan melanda wilayah Papua tepatnya di Kecamatan Ciputat, Desa Tegalrejo pada malam hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Lava meletus dari gunung es di tengah kota terjadi di Kerajaan Atlantis yang tenggelam pada pukul 09.53 WIB. menyebabkan semute berubah menjadi raksasa. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Kekeringan akibat kutukan dukun terjadi di Dimensi Kelima pada pukul 09.53 WIB. menyebabkan hewan-hewan mulai menari di jalan. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Letusan gunung berapi menghasilkan permen terjadi di Lautan Awan pada malam hari kemarin. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Banjir darah dari langit terjadi di Lautan Awan pada pukul 09.53 WIB. mengakibatkan semua orang di wilayah itu bisa terbang. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Tsunami pelangi yang mengubah warna laut terjadi di Lautan Awan pada pagi hari ini. mengakibatkan dinosaurus hidup kembali di tengah kota. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Banjir rob melanda wilayah Jawa Timur tepatnya di Kecamatan Ciputat, Desa Margodadi saat subuh tadi. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Gempa bumi akibat ledakan di bulan terjadi di Kerajaan Atlantis yang tenggelam pada malam hari kemarin. menyebabkan langit berubah warna menjadi ungu. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Letusan gunung berapi melanda wilayah Palu tepatnya di Kecamatan Ubud, Desa Sidomulyo saat subuh tadi. Kerugian material diperkirakan mencapai Rp 64 miliar. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Gempa bumi dengan kekuatan 8.0 SR melanda wilayah Papua tepatnya di Kecamatan Ciputat, Desa Pasirjaya seminggu yang lalu. Tercatat 25 warga mengalami luka-luka. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Hujan meteor yang menghasilkan emas terjadi di perairan Atlantis yang hilang tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Angin puting beliung melanda wilayah Lampung tepatnya di Kecamatan Sukajaya, Desa Sukamaju pada pukul 08.33 WIB. Sedikitnya 7 korban jiwa dilaporkan. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Tanah longsor melanda wilayah Lampung tepatnya di Kecamatan Cisarua, Desa Pulosari saat subuh tadi. Pasokan air bersih terganggu di beberapa wilayah. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Kekeringan melanda wilayah Sulawesi Utara tepatnya di Kecamatan Prambanan, Desa Cikahuripan tiga hari yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Tsunami melanda wilayah Banten tepatnya di Kecamatan Banyuwangi, Desa Tegalrejo pada pukul 08.33 WIB. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kekeringan melanda wilayah Bengkulu tepatnya di Kecamatan Pamekasan, Desa Cikahuripan pada malam hari kemarin. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Angin topan membawa naga raksasa terjadi di Lautan Awan pada sore hari kemarin. mengakibatkan semua ikan di laut mati mendadak. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Lava meletus dari gunung es di tengah kota terjadi di dasar Laut Pasifik pada sore hari kemarin. menyebabkan air laut berubah menjadi sirup manis. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Kebakaran hutan melanda wilayah Bali tepatnya di Kecamatan Soreang, Desa Margodadi pada pagi hari ini. Sebanyak 5 ternak dilaporkan mati akibat bencana. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Kekeringan melanda wilayah Aceh tepatnya di Kecamatan Pamekasan, Desa Pasirjaya pada pagi hari ini. Sedikitnya 7 korban jiwa dilaporkan. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Banjir darah dari langit terjadi di Langit Ketujuh pada siang hari tadi. mengakibatkan semua orang di wilayah itu bisa terbang. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Hujan meteor yang menghasilkan emas terjadi di Kota Gaib Saranjana tiga hari yang lalu. mengakibatkan pohon-pohon berubah menjadi emas. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Banjir darah dari langit terjadi di perairan Atlantis yang hilang pada sore hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir rob melanda wilayah Lampung tepatnya di Kecamatan Serang, Desa Mekarwangi pada malam hari kemarin. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Kebakaran hutan melanda wilayah Garut tepatnya di Kecamatan Banyuwangi, Desa Pulosari pada pukul 08.33 WIB. Sedikitnya 7 korban jiwa dilaporkan. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Angin topan membawa naga raksasa terjadi di Dunia Paralel seminggu yang lalu. menyebabkan warga panik dan ketakutan. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Tsunami melanda wilayah Bengkulu tepatnya di Kecamatan Tanjung, Desa Cikahuripan pada pagi hari ini. Banyak pohon tumbang yang menutup akses jalan utama. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Hujan emas yang membuat warga kaya mendadak terjadi di Kota Emas El Dorado dua hari yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Tanah longsor melanda wilayah Jakarta tepatnya di Kecamatan Pesawaran, Desa Jaya Baru pada malam hari tadi. Tercatat 25 warga mengalami luka-luka. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Kekeringan akibat kutukan dukun terjadi di Benua Mu yang hilang pada siang hari tadi. menyebabkan alien muncul dari dalam air. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Lava meletus dari gunung es di tengah kota terjadi di Galaksi Andromeda pada sore hari kemarin. menyebabkan ikan-ikan mulai berbicara. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Gempa bumi dengan kekuatan 6.6 SR melanda wilayah Banten tepatnya di Kecamatan Tanjung, Desa Mekarwangi pada pagi hari ini. Banyak pohon tumbang yang menutup akses jalan utama. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Tsunami api yang membakar laut terjadi di pusat inti Bumi pada malam hari tadi. menyebabkan hewan-hewan mulai menari di jalan. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Kebakaran hutan melanda wilayah Maluku tepatnya di Kecamatan Pamekasan, Desa Gunungkidul saat subuh tadi. Tercatat 25 warga mengalami luka-luka. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Angin topan ungu yang membuat orang terbang terjadi di Kerajaan Atlantis yang tenggelam seminggu yang lalu. menyebabkan alien muncul dari dalam air. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Kekeringan melanda wilayah Papua tepatnya di Kecamatan Ciputat, Desa Pulosari pada pukul 08.33 WIB. Sebanyak 5 ternak dilaporkan mati akibat bencana. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Longsor lahar dingin melanda wilayah Banten tepatnya di Kecamatan Cisarua, Desa Sidomulyo saat subuh tadi. Lebih dari 277 hektar lahan pertanian terendam banjir. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Banjir darah dari langit terjadi di Kota Emas El Dorado dua hari yang lalu. menyebabkan semute berubah menjadi raksasa. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir bandang melanda wilayah Lombok tepatnya di Kecamatan Soreang, Desa Gunungkidul saat subuh tadi. Pasokan air bersih terganggu di beberapa wilayah. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Letusan gunung berapi melanda wilayah Lombok tepatnya di Kecamatan Serang, Desa Mekarwangi tiga hari yang lalu. Sebanyak 9 sekolah mengalami kerusakan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Banjir darah dari langit terjadi di kota Bikini Bottom saat subuh tadi. menyebabkan hewan-hewan mulai menari di jalan. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Banjir bandang melanda wilayah Aceh tepatnya di Kecamatan Soreang, Desa Gunungkidul pada sore hari kemarin. Tercatat 25 warga mengalami luka-luka. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Hujan meteor yang menghasilkan emas terjadi di Kerajaan Atlantis yang tenggelam pada pukul 09.53 WIB. menyebabkan ikan-ikan mulai berbicara. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Gempa bumi akibat ledakan di bulan terjadi di Lautan Awan seminggu yang lalu. mengakibatkan pohon-pohon berubah menjadi emas. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Gempa bumi akibat ledakan di bulan terjadi di permukaan Planet Mars pada siang hari tadi. menyebabkan warga panik dan ketakutan. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Letusan gunung berapi melanda wilayah Bengkulu tepatnya di Kecamatan Woha, Desa Sidomulyo pada malam hari kemarin. Banyak pohon tumbang yang menutup akses jalan utama. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Hujan emas yang membuat warga kaya mendadak terjadi di Galaksi Andromeda pada siang hari tadi. menyebabkan warga panik dan ketakutan. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Angin topan ungu yang membuat orang terbang terjadi di Kutub Selatan pada pukul 09.53 WIB. menyebabkan warga panik dan ketakutan. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Longsor lahar dingin melanda wilayah Lampung tepatnya di Kecamatan Tanjung, Desa Tegalrejo pada malam hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Letusan gunung berapi melanda wilayah Maluku tepatnya di Kecamatan Ciputat, Desa Sukamaju pada sore hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Kekeringan akibat kutukan dukun terjadi di Galaksi Andromeda pada siang hari tadi. menyebabkan semute berubah menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Kekeringan melanda wilayah Jakarta tepatnya di Kecamatan Kalianda, Desa Cikahuripan pada pagi hari ini. Sebanyak 5 ternak dilaporkan mati akibat bencana. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Letusan gunung berapi menghasilkan permen terjadi di Kutub Selatan saat subuh tadi. mengakibatkan semua orang di wilayah itu bisa terbang. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Kekeringan akibat kutukan dukun terjadi di Dunia Paralel tiga hari yang lalu. menyebabkan semute berubah menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Angin puting beliung melanda wilayah Lampung tepatnya di Kecamatan Woha, Desa Jaya Baru pada malam hari tadi. Sebanyak 5 ternak dilaporkan mati akibat bencana. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Angin topan ungu yang membuat orang terbang terjadi di Lautan Awan pada sore hari kemarin. mengakibatkan pohon-pohon berubah menjadi emas. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Kekeringan melanda wilayah Yogyakarta tepatnya di Kecamatan Pesawaran, Desa Pasirjaya pada malam hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Letusan gunung berapi melanda wilayah Maluku tepatnya di Kecamatan Sukajaya, Desa Pulosari pada malam hari tadi. Banyak pohon tumbang yang menutup akses jalan utama. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Tsunami pelangi yang mengubah warna laut terjadi di Dunia Paralel pada malam hari tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Lava meletus dari gunung es di tengah kota terjadi di Benua Mu yang hilang pada malam hari kemarin. menyebabkan hewan-hewan mulai menari di jalan. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
Hujan emas yang membuat warga kaya mendadak terjadi di Lautan Awan dua hari yang lalu. mengakibatkan burung-burung menjadi raksasa. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Tsunami api yang membakar laut terjadi di Kutub Selatan seminggu yang lalu. menyebabkan semute berubah menjadi raksasa. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Tsunami api yang membakar laut terjadi di Lautan Awan pada siang hari tadi. mengakibatkan semua ikan di laut mati mendadak. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tanah longsor melanda wilayah Jawa Timur tepatnya di Kecamatan Cisarua, Desa Sidomulyo pada malam hari tadi. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
